,ID,Updated,Confirmed,ConfirmedChange,Deaths,DeathsChange,Recovered,RecoveredChange,Latitude,Longitude,ISO2,ISO3,Country_Region,AdminRegion1,AdminRegion2,Country_Population,Yearly Change,Net Change,Density (P/Km²),Land Area (Km²),Migrants (net),Fert. Rate,Med. Age,Urban Pop %,World Share,State,AdminRegion1 Pop,County_State,County,Density,CTYPOP,Case Ratio
78585,22920983,06/01/2020,1,0.0,0.0,0.0,1.0,0.0,60.75,-160.5,US,USA,United States,Alaska,Bethel Census Area,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alaska,731545.0,Alaska,Bethel Census Area,0.4,18386.0,0.005438920918089851
78649,22920968,06/01/2020,79,0.0,2.0,0.0,83.0,0.0,64.8085,-146.5635,US,USA,United States,Alaska,Fairbanks North Star Borough,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alaska,731545.0,Alaska,Fairbanks North Star Borough,13.3,96849.0,0.0815702795072742
78779,22920973,06/01/2020,17,0.0,1.0,0.0,22.0,0.0,60.13491,-151.7406,US,USA,United States,Alaska,Kenai Peninsula Borough,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alaska,731545.0,Alaska,Kenai Peninsula Borough,3.4,58708.0,0.02895687129522382
78845,22920969,06/01/2020,15,0.0,0.0,0.0,16.0,0.0,55.493269999999995,-131.0326,US,USA,United States,Alaska,Ketchikan Gateway Borough,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alaska,731545.0,Alaska,Ketchikan Gateway Borough,2.8,13901.0,0.10790590604992445
78891,22920989,06/01/2020,1,0.0,0.0,0.0,1.0,0.0,57.58964,-153.3545,US,USA,United States,Alaska,Kodiak Island Borough,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alaska,731545.0,Alaska,Kodiak Island Borough,2.1,12998.0,0.007693491306354824
78956,22920974,06/01/2020,15,0.0,1.0,0.0,19.0,0.0,62.30446,-149.5786,US,USA,United States,Alaska,Matanuska-Susitna Borough,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alaska,731545.0,Alaska,Matanuska-Susitna Borough,3.6,108317.0,0.013848241734907724
79003,22920987,06/01/2020,1,0.0,0.0,0.0,1.0,0.0,65.02331,-163.4512,US,USA,United States,Alaska,Nome Census Area,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alaska,731545.0,Alaska,Nome Census Area,0.4,10004.0,0.009996001599360257
79112,22920985,06/01/2020,2,0.0,0.0,0.0,2.0,0.0,55.80896,-133.2323,US,USA,United States,Alaska,Prince of Wales-Hyder Census Area,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alaska,731545.0,Alaska,Prince of Wales-Hyder Census Area,1.4,6203.0,0.032242463324197966
79172,22920976,06/01/2020,1,0.0,0.0,0.0,2.0,0.0,63.87692,-143.207,US,USA,United States,Alaska,Southeast Fairbanks Census Area,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alaska,731545.0,Alaska,Southeast Fairbanks Census Area,0.3,6893.0,0.01450747134774409
79405,22905712,06/01/2020,233,13.0,5.0,1.0,,,32.534890000000004,-86.64271,US,USA,United States,Alabama,Autauga County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Autauga County,91.8,55869.0,0.41704702070915894
79481,22920992,06/01/2020,42,0.0,1.0,0.0,,,30.688270000000003,-87.74721,US,USA,United States,Alabama,Baldwin County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Baldwin County,114.6,223234.0,0.018814338317639786
79542,22905730,06/01/2020,170,6.0,1.0,0.0,,,31.86955,-85.39315,US,USA,United States,Alabama,Barbour County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Barbour County,31.0,24686.0,0.6886494369278133
79603,22920995,06/01/2020,8,0.0,0.0,0.0,,,32.99862,-87.12643,US,USA,United States,Alabama,Bibb County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Bibb County,36.8,22394.0,0.03572385460391176
79670,22920997,06/01/2020,10,0.0,0.0,0.0,,,33.98085,-86.56739,US,USA,United States,Alabama,Blount County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Blount County,88.9,57826.0,0.017293259087607652
79733,22905759,06/01/2020,209,0.0,6.0,1.0,,,32.10045,-85.71595,US,USA,United States,Alabama,Bullock County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Bullock County,17.5,10101.0,2.069102069102069
79799,22905768,06/01/2020,414,4.0,18.0,0.0,,,31.7525,-86.68021,US,USA,United States,Alabama,Butler County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Butler County,27.0,19448.0,2.128753599341835
79873,22921001,06/01/2020,41,0.0,0.0,0.0,,,33.77138,-85.82611,US,USA,United States,Alabama,Calhoun County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Calhoun County,195.7,113605.0,0.036089960829188854
79948,22921003,06/01/2020,101,0.0,8.0,0.0,,,32.91425,-85.39200000000001,US,USA,United States,Alabama,Chambers County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Chambers County,57.4,33254.0,0.30372286040777047
80014,22921005,06/01/2020,6,0.0,0.0,0.0,,,34.1759,-85.60369,US,USA,United States,Alabama,Cherokee County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Cherokee County,46.9,26196.0,0.022904260192395786
80080,22921007,06/01/2020,20,0.0,0.0,0.0,,,32.84778,-86.71883000000001,US,USA,United States,Alabama,Chilton County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Chilton County,63.0,44428.0,0.04501665616278023
80146,22905799,06/01/2020,153,0.0,10.0,2.0,,,32.01962,-88.26318,US,USA,United States,Alabama,Choctaw County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Choctaw County,15.2,12589.0,1.215346731273334
80207,22905800,06/01/2020,146,2.0,2.0,0.0,,,31.676609999999997,-87.8308,US,USA,United States,Alabama,Clarke County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Clarke County,20.9,23622.0,0.6180679028024723
80272,22921011,06/01/2020,9,0.0,0.0,0.0,,,33.269079999999995,-85.86067,US,USA,United States,Alabama,Clay County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Clay County,23.1,13235.0,0.0680015111446921
80340,22921013,06/01/2020,9,0.0,0.0,0.0,,,33.67459,-85.51871,US,USA,United States,Alabama,Cleburne County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Cleburne County,26.7,14910.0,0.060362173038229376
80402,22905806,06/01/2020,238,3.0,1.0,0.0,,,31.40263,-85.98818,US,USA,United States,Alabama,Coffee County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Coffee County,73.6,52342.0,0.454701769133774
80468,22905809,06/01/2020,185,3.0,2.0,0.0,,,34.70023,-87.80527,US,USA,United States,Alabama,Colbert County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Colbert County,91.8,55241.0,0.33489618218352313
80531,22921017,06/01/2020,2,0.0,0.0,0.0,,,31.4293,-86.99363000000001,US,USA,United States,Alabama,Conecuh County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Conecuh County,15.6,12067.0,0.01657412778652523
80594,22905813,06/01/2020,40,1.0,1.0,0.0,,,32.93629,-86.24759,US,USA,United States,Alabama,Coosa County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Coosa County,17.7,10663.0,0.37512895057676077
80659,22905814,06/01/2020,81,1.0,1.0,0.0,,,31.24847,-86.45123000000001,US,USA,United States,Alabama,Covington County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Covington County,36.6,37049.0,0.2186293827093849
80725,22905817,06/01/2020,75,0.0,3.0,0.0,,,31.731409999999997,-86.31352,US,USA,United States,Alabama,Crenshaw County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Crenshaw County,22.8,13772.0,0.5445832123148417
80797,22921022,06/01/2020,21,0.0,1.0,0.0,,,34.13191,-86.86763,US,USA,United States,Alabama,Cullman County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Cullman County,109.4,83768.0,0.02506923885015758
80857,22905820,06/01/2020,118,5.0,0.0,0.0,,,31.43174,-85.61103,US,USA,United States,Alabama,Dale County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Dale County,89.6,49172.0,0.2399739689254047
80923,22921025,06/01/2020,7,0.0,0.0,0.0,,,32.32589,-87.1065,US,USA,United States,Alabama,Dallas County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Dallas County,44.8,37196.0,0.018819227873964943
81032,22905823,06/01/2020,249,3.0,3.0,0.0,,,34.52114,-85.68458000000001,US,USA,United States,Alabama,DeKalb County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,DeKalb County,91.5,71513.0,0.3481884412624278
81107,22921029,06/01/2020,22,0.0,0.0,0.0,,,32.59667,-86.14899,US,USA,United States,Alabama,Elmore County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Elmore County,128.2,81209.0,0.02709059340713468
81170,22905826,06/01/2020,71,9.0,3.0,0.0,,,31.12613,-87.16161,US,USA,United States,Alabama,Escambia County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Escambia County,40.5,36633.0,0.1938143204214779
81237,22921032,06/01/2020,43,0.0,4.0,0.0,,,34.04523,-86.03474,US,USA,United States,Alabama,Etowah County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Etowah County,195.2,102268.0,0.04204638792193061
81298,22921033,06/01/2020,1,0.0,0.0,0.0,,,33.72128,-87.73881,US,USA,United States,Alabama,Fayette County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Fayette County,27.5,16302.0,0.00613421666053245
81365,22905833,06/01/2020,560,6.0,8.0,1.0,,,34.4417,-87.84389,US,USA,United States,Alabama,Franklin County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Franklin County,50.0,31362.0,1.785600408137236
81426,22921035,06/01/2020,0,0.0,0.0,0.0,,,31.09497,-85.83926,US,USA,United States,Alabama,Geneva County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Geneva County,46.6,26271.0,0.0
81490,22921037,06/01/2020,10,0.0,0.0,0.0,,,32.85318,-87.95218,US,USA,United States,Alabama,Greene County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Greene County,14.0,8111.0,0.12328936012822095
81553,22905838,06/01/2020,173,3.0,9.0,0.0,,,32.76262,-87.62905,US,USA,United States,Alabama,Hale County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Hale County,24.5,14651.0,1.1808067708688827
81612,22905841,06/01/2020,80,2.0,2.0,0.0,,,31.51465,-85.24143000000001,US,USA,United States,Alabama,Henry County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Henry County,30.8,17205.0,0.4649811101424005
81681,22921041,06/01/2020,25,0.0,1.0,0.0,,,31.153129999999997,-85.30264,US,USA,United States,Alabama,Houston County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Houston County,175.1,105882.0,0.02361118981507716
81752,22921043,06/01/2020,18,0.0,1.0,0.0,,,34.77944,-85.99925,US,USA,United States,Alabama,Jackson County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Jackson County,49.4,51626.0,0.03486615271374889
81829,22905846,06/01/2020,1855,29.0,103.0,1.0,,,33.55428,-86.89649,US,USA,United States,Alabama,Jefferson County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Jefferson County,592.5,658573.0,0.28166960989897855
81897,22921046,06/01/2020,5,0.0,0.0,0.0,,,33.77923,-88.09692,US,USA,United States,Alabama,Lamar County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Lamar County,24.1,13805.0,0.036218761318362915
81966,22921048,06/01/2020,18,0.0,2.0,0.0,,,34.90113,-87.65405,US,USA,United States,Alabama,Lauderdale County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Lauderdale County,138.8,92729.0,0.01941140312092226
82031,22921050,06/01/2020,8,0.0,0.0,0.0,,,34.52163,-87.3111,US,USA,United States,Alabama,Lawrence County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Lawrence County,49.7,32924.0,0.02429838415745353
82107,22921052,06/01/2020,128,0.0,5.0,0.0,,,32.601040000000005,-85.35548,US,USA,United States,Alabama,Lee County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Lee County,230.8,164542.0,0.07779168844428778
82179,22921054,06/01/2020,32,0.0,0.0,0.0,,,34.81004,-86.9814,US,USA,United States,Alabama,Limestone County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Limestone County,147.8,98915.0,0.032351008441591264
82243,22905859,06/01/2020,251,5.0,12.0,0.0,,,32.154720000000005,-86.6501,US,USA,United States,Alabama,Lowndes County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Lowndes County,15.8,9726.0,2.5807114949619576
82306,22905861,06/01/2020,85,3.0,4.0,0.0,,,32.38593,-85.69258,US,USA,United States,Alabama,Macon County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Macon County,35.2,18068.0,0.47044498560991804
82383,22921058,06/01/2020,150,0.0,2.0,0.0,,,34.76312,-86.55019,US,USA,United States,Alabama,Madison County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Madison County,417.7,372909.0,0.04022429064463448
82448,22905865,06/01/2020,171,3.0,6.0,0.0,,,32.247609999999995,-87.78958,US,USA,United States,Alabama,Marengo County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Marengo County,21.5,18863.0,0.9065366060541801
82521,22921061,06/01/2020,21,0.0,3.0,0.0,,,34.136540000000004,-87.88726,US,USA,United States,Alabama,Marion County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Marion County,41.5,29709.0,0.07068565081288498
82589,22905869,06/01/2020,697,6.0,9.0,0.0,,,34.36694,-86.30662,US,USA,United States,Alabama,Marshall County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Marshall County,164.4,96774.0,0.7202347738028809
82664,22905871,06/01/2020,2243,5.0,118.0,2.0,,,30.71091,-88.19728,US,USA,United States,Alabama,Mobile County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Mobile County,335.9,413210.0,0.5428232617797246
82726,22921065,06/01/2020,5,0.0,1.0,0.0,,,31.570759999999996,-87.36547,US,USA,United States,Alabama,Monroe County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Monroe County,22.5,20733.0,0.02411614334635605
82803,22905875,06/01/2020,1747,54.0,43.0,3.0,,,32.22038,-86.2077,US,USA,United States,Alabama,Montgomery County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Montgomery County,292.5,226486.0,0.7713501055252864
82871,22921068,06/01/2020,30,0.0,0.0,0.0,,,34.45346,-86.85288,US,USA,United States,Alabama,Morgan County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Morgan County,206.3,119679.0,0.025067054370440926
82930,22921070,06/01/2020,0,0.0,0.0,0.0,,,32.638490000000004,-87.29435,US,USA,United States,Alabama,Perry County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Perry County,14.7,8923.0,0.0
82997,22921072,06/01/2020,14,0.0,0.0,0.0,,,33.28098,-88.08869,US,USA,United States,Alabama,Pickens County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Pickens County,22.4,19930.0,0.07024586051179127
83063,22905881,06/01/2020,205,2.0,0.0,0.0,,,31.802429999999998,-85.9409,US,USA,United States,Alabama,Pike County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Pike County,48.9,33114.0,0.6190735036540436
83129,22921075,06/01/2020,13,0.0,2.0,0.0,,,33.293690000000005,-85.45915,US,USA,United States,Alabama,Randolph County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Randolph County,39.5,22722.0,0.05721327347944723
83196,22905885,06/01/2020,173,2.0,0.0,0.0,,,32.28835,-85.18472,US,USA,United States,Alabama,Russell County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Russell County,82.6,57961.0,0.2984765618260555
83272,22921078,06/01/2020,158,0.0,5.0,0.0,,,33.264179999999996,-86.66063,US,USA,United States,Alabama,Shelby County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Shelby County,248.5,217702.0,0.07257627398921461
83347,22921080,06/01/2020,30,0.0,0.0,0.0,,,33.71565,-86.31466,US,USA,United States,Alabama,St. Clair County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,St. Clair County,132.3,89512.0,0.03351505943337206
83410,22921082,06/01/2020,15,0.0,0.0,0.0,,,32.59106,-88.19881,US,USA,United States,Alabama,Sumter County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Sumter County,15.2,12427.0,0.12070491671360747
83481,22921084,06/01/2020,20,0.0,0.0,0.0,,,33.380140000000004,-86.16585,US,USA,United States,Alabama,Talladega County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Talladega County,111.7,79978.0,0.025006876891145068
83552,22905894,06/01/2020,427,0.0,65.0,0.0,,,32.86235,-85.79741999999999,US,USA,United States,Alabama,Tallapoosa County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Tallapoosa County,58.1,40367.0,1.0577947333217728
83629,22921087,06/01/2020,77,0.0,0.0,0.0,,,33.28957,-87.52506,US,USA,United States,Alabama,Tuscaloosa County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Tuscaloosa County,147.3,209355.0,0.036779632681330755
83701,22921089,06/01/2020,63,0.0,0.0,0.0,,,33.803329999999995,-87.29737,US,USA,United States,Alabama,Walker County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Walker County,84.7,63521.0,0.09917979880669386
83771,22921091,06/01/2020,7,0.0,1.0,0.0,,,31.407590000000003,-88.20787,US,USA,United States,Alabama,Washington County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Washington County,16.3,16326.0,0.04287639348278819
83838,22921094,06/01/2020,13,0.0,0.0,0.0,,,31.98925,-87.30832,US,USA,United States,Alabama,Wilcox County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Wilcox County,13.1,10373.0,0.125325363925576
83902,22905901,06/01/2020,90,1.0,0.0,0.0,,,34.14926,-87.37373000000001,US,USA,United States,Alabama,Winston County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Alabama,4903185.0,Alabama,Winston County,39.9,23629.0,0.3808878919971222
84071,22897034,06/01/2020,7,1.0,0.0,0.0,3.0,1.0,34.2904,-91.37468,US,USA,United States,Arkansas,Arkansas County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Arkansas,3017804.0,Arkansas,Arkansas County,19.2,17486.0,0.040032025620496396
84132,22897035,06/01/2020,19,0.0,0.0,0.0,19.0,0.0,33.191179999999996,-91.76844,US,USA,United States,Arkansas,Ashley County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Arkansas,3017804.0,Arkansas,Ashley County,23.6,19657.0,0.09665767919825
84193,22897036,06/01/2020,12,0.0,0.0,0.0,6.0,0.0,36.28712,-92.33691999999999,US,USA,United States,Arkansas,Baxter County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Arkansas,3017804.0,Arkansas,Baxter County,74.9,41932.0,0.028617762091004483
84262,22897037,06/01/2020,607,29.0,2.0,0.0,237.0,20.0,36.33875,-94.25617,US,USA,United States,Arkansas,Benton County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Arkansas,3017804.0,Arkansas,Benton County,261.2,279141.0,0.21745282849885897
84325,22905962,06/01/2020,6,0.0,0.0,0.0,4.0,0.0,36.30863,-93.0915,US,USA,United States,Arkansas,Boone County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Arkansas,3017804.0,Arkansas,Boone County,62.5,37432.0,0.016029066039752085
84390,22897039,06/01/2020,22,0.0,1.0,0.0,13.0,-1.0,33.466409999999996,-92.16234,US,USA,United States,Arkansas,Bradley County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Arkansas,3017804.0,Arkansas,Bradley County,17.7,10763.0,0.2044039765864536
84440,22897040,06/01/2020,0,0.0,,,,,33.55806,-92.50298000000001,US,USA,United States,Arkansas,Calhoun County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Arkansas,3017804.0,Arkansas,Calhoun County,8.5,5189.0,0.0
84496,22897041,06/01/2020,25,1.0,1.0,0.0,7.0,0.0,36.341029999999996,-93.53824,US,USA,United States,Arkansas,Carroll County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Arkansas,3017804.0,Arkansas,Carroll County,43.6,28380.0,0.08809020436927414
84560,22897042,06/01/2020,15,0.0,0.0,0.0,12.0,0.0,33.2674,-91.29395,US,USA,United States,Arkansas,Chicot County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Arkansas,3017804.0,Arkansas,Chicot County,18.3,10118.0,0.1482506424194505
84625,22897043,06/01/2020,39,0.0,0.0,0.0,37.0,0.0,34.05093,-93.17636999999999,US,USA,United States,Arkansas,Clark County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Arkansas,3017804.0,Arkansas,Clark County,26.6,22320.0,0.17473118279569894
84678,22897044,06/01/2020,4,0.0,0.0,0.0,4.0,0.0,36.3684,-90.41717,US,USA,United States,Arkansas,Clay County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Arkansas,3017804.0,Arkansas,Clay County,25.2,14551.0,0.02748951962064463
84746,22897045,06/01/2020,74,1.0,4.0,0.0,69.0,0.0,35.538129999999995,-92.02665,US,USA,United States,Arkansas,Cleburne County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Arkansas,3017804.0,Arkansas,Cleburne County,46.9,24919.0,0.2969621573899434
84813,22897046,06/01/2020,19,0.0,0.0,0.0,18.0,0.0,33.89833,-92.1851,US,USA,United States,Arkansas,Cleveland County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Arkansas,3017804.0,Arkansas,Cleveland County,14.5,7956.0,0.23881347410759177
84876,22897047,06/01/2020,23,0.0,2.0,0.0,16.0,0.0,33.214290000000005,-93.22728000000001,US,USA,United States,Arkansas,Columbia County,330610570.0,0.59 %,1937734.0,36.0,9147420.0,954806.0,1.8,38,83 %,4.25 %,Arkansas,3017804.0,Arkansas,Columbia County,32.1,23457.0,0.09805175427377755
